t,omega_req,omega_est,T_avg,omega_opt,omega_out,T_stack,v_stack,Tg_cmd,vg_cmd
36.0,0.3218,0.32119738475970705,873.7934136437832,0.3199941422586988,0.32004723252122325,960.5550327062915,18.417141108738747,476.10305392371237,4.126585663388915
37.0,0.3218,0.321182127609007,873.8134152068878,0.3199941422586988,0.32004899497637074,960.5770216734749,18.417469610450468,476.10305392371237,4.126585663388915
38.0,0.3218,0.3211670950808091,873.8331222981583,0.3199941422586988,0.32005075038223296,960.5986869093846,18.417793275815097,476.10305392371237,4.126585663388915
39.0,0.3218,0.32115228412196495,873.8525389201596,0.3199941422586988,0.32005249876120095,960.6200328142904,18.41811217056997,476.10305392371237,4.126585663388915
40.0,0.3218,0.3211376917198444,873.8716690223392,0.3199941422586988,0.32005424013559863,960.6410637300665,18.418426359580028,476.10305392371237,4.126585663388915
41.0,0.3218,0.32112331490180035,873.8905165017281,0.3199941422586988,0.3200559745276835,960.6617839409623,18.418735906849335,476.10305392371237,4.126585663388915
42.0,0.3218,0.32110915073464147,873.909085203632,0.3199941422586988,0.3200577019596465,960.6821976743623,18.41904087553243,476.10305392371237,4.126585663388915
43.0,0.3218,0.3210951963241118,873.9273789223141,0.3199941422586988,0.32005942245361213,960.7023091015373,18.419341327945546,476.10305392371237,4.126585663388915
44.0,0.3218,0.32108144881437645,873.9454014016688,0.3199941422586988,0.3200611360316391,960.7221223383839,18.41963732557766,476.10305392371237,4.126585663388915
45.0,0.3218,0.32106790538751484,873.9631563358863,0.3199941422586988,0.32006284271572033,960.7416414461561,18.419928929101417,476.10305392371237,4.126585663388915
46.0,0.3218,0.32105456326302045,873.9806473701083,0.3199941422586988,0.3200645425277826,960.7608704321857,18.420216198383905,476.10305392371237,4.126585663388915
47.0,0.3218,0.3210414196973072,873.9978781010751,0.3199941422586988,0.3200662354896875,960.7798132505941,18.420499192497278,476.10305392371237,4.126585663388915
48.0,0.3218,0.3210284719832219,874.0148520777651,0.3199941422586988,0.3200679216232312,960.7984738029947,18.42077796972925,476.10305392371237,4.126585663388915
49.0,0.3218,0.32101571744956336,874.0315728020245,0.3199941422586988,0.32006960095014503,960.8168559391858,18.42105258759345,476.10305392371237,4.126585663388915
50.0,0.3218,0.32100315346060876,874.0480437291893,0.3199941422586988,0.32007127349209497,960.8349634578337,18.421323102839633,476.10305392371237,4.126585663388915
51.0,0.3218,0.32099077741564436,874.0642682686992,0.3199941422586988,0.3200729392706826,960.8528001071488,18.421589571463763,476.10305392371237,4.126585663388915
52.0,0.3218,0.320978586748504,874.0802497847036,0.3199941422586988,0.32007459830744467,960.8703695855502,18.42185204871796,476.10305392371237,4.126585663388915
53.0,0.3218,0.3209665789271132,874.095991596659,0.3199941422586988,0.320076250623854,960.8876755423239,18.422110589120322,476.10305392371237,4.126585663388915
54.0,0.3218,0.32095475145303926,874.111496979919,0.3199941422586988,0.32007789624131844,960.9047215782705,18.42236524646461,476.10305392371237,4.126585663388915
55.0,0.3218,0.3209431018610467,874.1267691663163,0.3199941422586988,0.3200795351811828,960.9215112463455,18.422616073829804,476.10305392371237,4.126585663388915
56.0,0.3218,0.3209316277186597,874.1418113447372,0.3199941422586988,0.3200811674647276,960.9380480522908,18.422863123589536,476.10305392371237,4.126585663388915
57.0,0.3218,0.32092032662572945,874.1566266616885,0.3199941422586988,0.3200827931131698,960.9543354552577,18.423106447421418,476.10305392371237,4.126585663388915
58.0,0.3218,0.32090919621400765,874.1712182218566,0.3199941422586988,0.32008441214766314,960.970376868422,18.4233460963162,476.10305392371237,4.126585663388915
59.0,0.3218,0.3208982341467251,874.1855890886601,0.3199941422586988,0.32008602458929786,960.9861756595907,18.42358212058686,476.10305392371237,4.126585663388915
60.0,0.3218,0.3208874381181762,874.1997422847937,0.3199941422586988,0.3200876304591011,961.0017351518012,18.423814569877546,476.10305392371237,4.126585663388915
61.0,0.3218,0.3208768058533095,874.2136807927666,0.3199941422586988,0.32008922977803744,961.0170586239117,18.42404349317239,476.10305392371237,4.126585663388915
62.0,0.3218,0.32086633510732243,874.2274075554323,0.3199941422586988,0.32009082256700866,961.032149311185,18.42426893880424,476.10305392371237,4.126585663388915
63.0,0.3218,0.3208560236652622,874.2409254765122,0.3199941422586988,0.3200924088468539,961.0470104058634,18.424490954463238,476.10305392371237,4.126585663388915
64.0,0.3218,0.3208458693416317,874.2542374211126,0.3199941422586988,0.32009398863835026,961.0616450577371,18.424709587205328,476.10305392371237,4.126585663388915
65.0,0.3218,0.3208358699800007,874.2673462162343,0.3199941422586988,0.32009556196221234,961.0760563747045,18.4249248834606,476.10305392371237,4.126585663388915
66.0,0.3218,0.3208260234526223,874.2802546512752,0.3199941422586988,0.3200971288390932,961.090247423325,18.425136889041585,476.10305392371237,4.126585663388915
67.0,0.3218,0.320816327660054,874.2929654785271,0.3199941422586988,0.3200986892895838,961.1042212293647,18.425345649151375,476.10305392371237,4.126585663388915
68.0,0.3218,0.320806780530784,874.3054814136657,0.3199941422586988,0.3201002433342138,961.1179807783355,18.42555120839169,476.10305392371237,4.126585663388915
69.0,0.3218,0.32079738002086267,874.3178051362338,0.3199941422586988,0.32010179099345126,961.1315290160263,18.425753610770805,476.10305392371237,4.126585663388915
70.0,0.3218,0.3207881241135386,874.3299392901183,0.3199941422586988,0.3201033322877028,961.1448688490268,18.4259528997114,476.10305392371237,4.126585663388915
71.0,0.3218,0.32077901081889926,874.3418864840212,0.3199941422586988,0.3201048672373146,961.1580031452461,18.42614911805828,476.10305392371237,4.126585663388915
72.0,0.3218,0.3207700381735169,874.3536492919241,0.3199941422586988,0.32010639586257156,961.1709347344228,18.426342308086006,476.10305392371237,4.126585663388915
73.0,0.3218,0.320761204240099,874.3652302535462,0.3199941422586988,0.3201079181836977,961.1836664086289,18.426532511506426,476.10305392371237,4.126585663388915
74.0,0.3218,0.3207525071071426,874.3766318747976,0.3199941422586988,0.3201094342208568,961.1962009227677,18.42671976947611,476.10305392371237,4.126585663388915
75.0,0.3218,0.32074394488859437,874.3878566282247,0.3199941422586988,0.3201109439941525,961.208540995064,18.426904122603673,476.10305392371237,4.126585663388915
76.0,0.3218,0.3207355157235142,874.3989069534515,0.3199941422586988,0.320112447523628,961.2206893075487,18.427085610957015,476.10305392371237,4.126585663388915
77.0,0.3218,0.32072721777574376,874.409785257614,0.3199941422586988,0.3201139448292666,961.2326485065369,18.42726427407046,476.10305392371237,4.126585663388915
78.0,0.3218,0.32071904923357925,874.4204939157894,0.3199941422586988,0.3201154359309915,961.2444212030988,18.427440150951803,476.10305392371237,4.126585663388915
79.0,0.3218,0.32071100830944815,874.4310352714192,0.3199941422586988,0.32011692084866694,961.2560099735265,18.42761328008927,476.10305392371237,4.126585663388915
80.0,0.3218,0.32070309323959106,874.4414116367273,0.3199941422586988,0.32011839960209687,961.2674173597917,18.427783699458363,476.10305392371237,4.126585663388915
81.0,0.3218,0.3206953022837469,874.4516252931319,0.3199941422586988,0.3201198722110267,961.27864587,18.427951446528645,476.10305392371237,4.126585663388915
82.0,0.3218,0.32068763372484244,874.4616784916527,0.3199941422586988,0.3201213386951422,961.2896979788379,18.428116558270418,476.10305392371237,4.126585663388915
83.0,0.3218,0.3206800858686864,874.4715734533121,0.3199941422586988,0.3201227990740707,961.3005761280142,18.428279071161313,476.10305392371237,4.126585663388915
84.0,0.3218,0.32067265704366715,874.4813123695316,0.3199941422586988,0.32012425336738026,961.311282726695,18.4284390211928,476.10305392371237,4.126585663388915
85.0,0.3218,0.32066534560045434,874.4908974025225,0.3199941422586988,0.32012570159458065,961.3218201519346,18.428596443876618,476.10305392371237,4.126585663388915
86.0,0.3218,0.32065814991170455,874.500330685672,0.3199941422586988,0.32012714377512314,961.3321907490986,18.42875137425109,476.10305392371237,4.126585663388915
87.0,0.3218,0.32065106837177126,874.5096143239239,0.3199941422586988,0.32012857992840077,961.3423968322828,18.42890384688739,476.10305392371237,4.126585663388915
88.0,0.3218,0.32064409939641797,874.5187503941538,0.3199941422586988,0.3201300100737484,961.3524406847268,18.429053895895724,476.10305392371237,4.126585663388915
89.0,0.3218,0.32063724142253525,874.5277409455406,0.3199941422586988,0.3201314342304432,961.3623245592206,18.429201554931392,476.10305392371237,4.126585663388915
90.0,0.3218,0.32063049290786194,874.536587999932,0.3199941422586988,0.32013285241770456,961.3720506785074,18.429346857200823,476.10305392371237,4.126585663388915
91.0,0.3218,0.32062385233070984,874.5452935522051,0.3199941422586988,0.3201342646546939,961.3816212356808,18.429489835467486,476.10305392371237,4.126585663388915
92.0,0.3218,0.3206173181896915,874.5538595706238,0.3199941422586988,0.32013567096051593,961.3910383945756,18.42963052205775,476.10305392371237,4.126585663388915
93.0,0.3218,0.32061088900345236,874.5622879971893,0.3199941422586988,0.3201370713542175,961.4003042901552,18.429768948866666,476.10305392371237,4.126585663388915
94.0,0.3218,0.32060456331040604,874.5705807479875,0.3199941422586988,0.3201384658547888,961.4094210288924,18.429905147363648,476.10305392371237,4.126585663388915
95.0,0.3218,0.3205983396684731,874.5787397135315,0.3199941422586988,0.32013985448116283,961.4183906891465,18.430039148598105,476.10305392371237,4.126585663388915
96.0,0.3218,0.32059221665482346,874.5867667590993,0.3199941422586988,0.32014123725221616,961.4272153215337,18.430170983204995,476.10305392371237,4.126585663388915
97.0,0.3218,0.32058619286562196,874.5946637250671,0.3199941422586988,0.32014261418676854,961.4358969492948,18.43030068141029,476.10305392371237,4.126585663388915
98.0,0.3218,0.3205802669157773,874.6024324272386,0.3199941422586988,0.3201439853035834,961.444437568656,18.430428273036398,476.10305392371237,4.126585663388915
99.0,0.3218,0.3205744374386944,874.6100746571693,0.3199941422586988,0.3201453506213681,961.4528391491864,18.43055378750747,476.10305392371237,4.126585663388915
100.0,0.3218,0.32056870308603047,874.6175921824877,0.3199941422586988,0.3201467101587736,961.4611036341498,18.430677253854675,476.10305392371237,4.126585663388915
101.0,0.3218,0.32056306252745304,874.6249867472101,0.3199941422586988,0.3201480639343953,961.469232940853,18.430798700721407,476.10305392371237,4.126585663388915
102.0,0.3218,0.32055751445040237,874.6322600720542,0.3199941422586988,0.3201494119667727,961.4772289609876,18.430918156368385,476.10305392371237,4.126585663388915
103.0,0.3218,0.32055205755985694,874.6394138547457,0.3199941422586988,0.3201507542743896,961.4850935609701,18.43103564867872,476.10305392371237,4.126585663388915
104.0,0.3218,0.3205466905781009,874.6464497703229,0.3199941422586988,0.3201520908756747,961.4928285822743,18.43115120516291,476.10305392371237,4.126585663388915
105.0,0.3218,0.32054141224449606,874.6533694714362,0.3199941422586988,0.3201534217890012,961.5004358417622,18.431264852963753,476.10305392371237,4.126585663388915
106.0,0.3218,0.3205362213152556,874.6601745886443,0.3199941422586988,0.3201547470326871,961.5079171320085,18.43137661886123,476.10305392371237,4.126585663388915
107.0,0.3218,0.3205311165632219,874.6668667307056,0.3199941422586988,0.32015606662499574,961.515274221622,18.431486529277265,476.10305392371237,4.126585663388915
108.0,0.3218,0.32052609677764654,874.6734474848668,0.3199941422586988,0.32015738058413556,961.5225088555623,18.43159461028049,476.10305392371237,4.126585663388915
109.0,0.3218,0.3205211607639732,874.6799184171472,0.3199941422586988,0.32015868892826066,961.5296227554518,18.431700887590893,476.10305392371237,4.126585663388915
110.0,0.3218,0.3205163073436239,874.6862810726193,0.3199941422586988,0.32015999167547027,961.5366176198853,18.431805386584433,476.10305392371237,4.126585663388915
111.0,0.3218,0.3205115353537876,874.6925369756855,0.3199941422586988,0.3201612888438094,961.5434951247335,18.431908132297597,476.10305392371237,4.126585663388915
112.0,0.3218,0.32050684364721216,874.6986876303511,0.3199941422586988,0.3201625804512694,961.5502569234435,18.432009149431874,476.10305392371237,4.126585663388915
113.0,0.3218,0.32050223109199805,874.7047345204948,0.3199941422586988,0.320163866515787,961.5569046473357,18.43210846235819,476.10305392371237,4.126585663388915
114.0,0.3218,0.32049769657139576,874.7106791101339,0.3199941422586988,0.3201651470552458,961.5634399058957,18.432206095121277,476.10305392371237,4.126585663388915
115.0,0.3218,0.3204932389836058,874.7165228436874,0.3199941422586988,0.3201664220874749,961.5698642870634,18.43230207144398,476.10305392371237,4.126585663388915
116.0,0.3218,0.3204888572415804,874.7222671462346,0.3199941422586988,0.32016769163025094,961.5761793575177,18.43239641473153,476.10305392371237,4.126585663388915
117.0,0.3218,0.3204845502728288,874.7279134237714,0.3199941422586988,0.32016895570129633,961.5823866629577,18.43248914807572,476.10305392371237,4.126585663388915
118.0,0.3218,0.3204803170192251,874.7334630634622,0.3199941422586988,0.32017021431828063,961.5884877283795,18.432580294259065,476.10305392371237,4.126585663388915
119.0,0.3218,0.3204761564368175,874.7389174338891,0.3199941422586988,0.32017146749882036,961.5944840583512,18.432669875758883,476.10305392371237,4.126585663388915
120.0,0.3218,0.32047206749564167,874.7442778852976,0.3199941422586988,0.3201727152604791,961.6003771372817,18.43275791475134,476.10305392371237,4.126585663388915
121.0,0.3218,0.3204680491795354,874.7495457498388,0.3199941422586988,0.320173957620768,961.6061684296881,18.43284443311542,476.10305392371237,4.126585663388915
122.0,0.3218,0.3204641004859564,874.754722341809,0.3199941422586988,0.3201751945971454,961.6118593804582,18.43292945243687,476.10305392371237,4.126585663388915
123.0,0.3218,0.32046022042580163,874.7598089578858,0.3199941422586988,0.32017642620701725,961.6174514151107,18.433012994012064,476.10305392371237,4.126585663388915
124.0,0.3218,0.32045640802323005,874.7648068773607,0.3199941422586988,0.32017765246773716,961.6229459400508,18.43309507885183,476.10305392371237,4.126585663388915
125.0,0.3218,0.32045266231548697,874.7697173623698,0.3199941422586988,0.320178873396607,961.6283443428234,18.43317572768525,476.10305392371237,4.126585663388915
126.0,0.3218,0.32044898235273117,874.77454165812,0.3199941422586988,0.3201800890108762,961.6336479923622,18.433254960963342,476.10305392371237,4.126585663388915
127.0,0.3218,0.320445367197864,874.7792809931132,0.3199941422586988,0.3201812993277427,961.6388582392359,18.43333279886279,476.10305392371237,4.126585663388915
128.0,0.3218,0.3204418159263606,874.7839365793673,0.3199941422586988,0.320182504364353,961.6439764158916,18.433409261289526,476.10305392371237,4.126585663388915
129.0,0.3218,0.32043832762610425,874.7885096126339,0.3199941422586988,0.3201837041378016,961.6490038368938,18.433484367882347,476.10305392371237,4.126585663388915
130.0,0.3218,0.32043490139722125,874.7930012726143,0.3199941422586988,0.3201848986651319,961.6539417991617,18.433558138016426,476.10305392371237,4.126585663388915
131.0,0.3218,0.32043153635191984,874.7974127231709,0.3199941422586988,0.320186087963336,961.6587915822016,18.43363059080681,476.10305392371237,4.126585663388915
132.0,0.3218,0.3204282316143298,874.801745112537,0.3199941422586988,0.32018727204935526,961.6635544483387,18.433701745111865,476.10305392371237,4.126585663388915
133.0,0.3218,0.32042498632034516,874.8059995735241,0.3199941422586988,0.32018845094007986,961.6682316429429,18.433771619536646,476.10305392371237,4.126585663388915
134.0,0.3218,0.32042179961746803,874.8101772237253,0.3199941422586988,0.3201896246523495,961.6728243946542,18.433840232436296,476.10305392371237,4.126585663388915
135.0,0.3218,0.32041867066465557,874.814279165717,0.3199941422586988,0.32019079320295296,961.6773339156038,18.433907601919298,476.10305392371237,4.126585663388915
136.0,0.3218,0.32041559863216806,874.8183064872574,0.3199941422586988,0.3201919566086287,961.6817614016319,18.43397374585079,476.10305392371237,4.126585663388915
137.0,0.3218,0.3204125827014193,874.8222602614826,0.3199941422586988,0.320193114886065,961.6861080325045,18.43403868185574,476.10305392371237,4.126585663388915
138.0,0.3218,0.3204096220648294,874.8261415471006,0.3199941422586988,0.32019426805190004,961.690374972125,18.434102427322156,476.10305392371237,4.126585663388915
139.0,0.3218,0.3204067159256787,874.8299513885813,0.3199941422586988,0.32019541612272173,961.6945633687445,18.43416499940421,476.10305392371237,4.126585663388915
140.0,0.3218,0.320403863497964,874.8336908163459,0.3199941422586988,0.32019655911506817,961.6986743551694,18.434226415025336,476.10305392371237,4.126585663388915
141.0,0.3218,0.32040106400625745,874.8373608469519,0.3199941422586988,0.32019769704542816,961.702709048965,18.43428669088127,476.10305392371237,4.126585663388915
142.0,0.3218,0.3203983166855655,874.8409624832776,0.3199941422586988,0.32019882993024035,961.7066685526576,18.434345843443086,476.10305392371237,4.126585663388915
143.0,0.3218,0.3203956207811918,874.8444967147022,0.3199941422586988,0.3201999577858945,961.710553953934,18.43440388896016,476.10305392371237,4.126585663388915
144.0,0.3218,0.32039297554860013,874.8479645172854,0.3199941422586988,0.32020108062873065,961.7143663258371,18.43446084346309,476.10305392371237,4.126585663388915
145.0,0.3218,0.32039038025328026,874.8513668539429,0.3199941422586988,0.3202021984750398,961.7181067269605,18.43451672276662,476.10305392371237,4.126585663388915
146.0,0.3218,0.32038783417061545,874.8547046746206,0.3199941422586988,0.3202033113410643,961.7217762016393,18.43457154247248,476.10305392371237,4.126585663388915
147.0,0.3218,0.32038533658575075,874.8579789164671,0.3199941422586988,0.32020441924299725,961.725375780139,18.4346253179722,476.10305392371237,4.126585663388915
148.0,0.3218,0.3203828867934646,874.8611905040018,0.3199941422586988,0.32020552219698334,961.7289064788419,18.434678064449912,476.10305392371237,4.126585663388915
149.0,0.3218,0.32038048409804076,874.8643403492833,0.3199941422586988,0.32020662021911844,961.7323693004306,18.434729796885083,476.10305392371237,4.126585663388915
150.0,0.3218,0.3203781278131424,874.8674293520738,0.3199941422586988,0.32020771332545045,961.7357652340701,18.434780530055228,476.10305392371237,4.126585663388915
151.0,0.3218,0.32037581726168834,874.8704584000018,0.3199941422586988,0.3202088015319786,961.7390952555858,18.434830278538588,476.10305392371237,4.126585663388915
152.0,0.3218,0.32037355177572996,874.8734283687234,0.3199941422586988,0.320209884854654,961.742360327641,18.434879056716756,476.10305392371237,4.126585663388915
153.0,0.3218,0.3203713306963307,874.87634012208,0.3199941422586988,0.32021096330938004,961.7455613999108,18.4349268787773,476.10305392371237,4.126585663388915
154.0,0.3218,0.32036915337344646,874.8791945122558,0.3199941422586988,0.32021203691201205,961.7486994092542,18.434973758716325,476.10305392371237,4.126585663388915
155.0,0.3218,0.3203670191658077,874.8819923799314,0.3199941422586988,0.32021310567835787,961.7517752798838,18.435019710340992,476.10305392371237,4.126585663388915
156.0,0.3218,0.3203649274408038,874.884734554436,0.3199941422586988,0.32021416962417737,961.7547899235334,18.43506474727205,476.10305392371237,4.126585663388915
157.0,0.3218,0.3203628775743675,874.887421853899,0.3199941422586988,0.32021522876518316,961.7577442396232,18.43510888294629,476.10305392371237,4.126585663388915
158.0,0.3218,0.32036086895086235,874.8900550853969,0.3199941422586988,0.3202162831170409,961.7606391154231,18.43515213061898,476.10305392371237,4.126585663388915
159.0,0.3218,0.3203589009629709,874.8926350451005,0.3199941422586988,0.32021733269536873,961.7634754262136,18.435194503366272,476.10305392371237,4.126585663388915
160.0,0.3218,0.32035697301158444,874.8951625184196,0.3199941422586988,0.32021837751573784,961.7662540354441,18.43523601408757,476.10305392371237,4.126585663388915
161.0,0.3218,0.32035508450569417,874.8976382801447,0.3199941422586988,0.3202194175936727,961.7689757948908,18.435276675507897,476.10305392371237,4.126585663388915
162.0,0.3218,0.32035323486228395,874.9000630945887,0.3199941422586988,0.320220452944651,961.7716415448102,18.435316500180164,476.10305392371237,4.126585663388915
163.0,0.3218,0.32035142350622425,874.902437715725,0.3199941422586988,0.3202214835841037,961.7742521140926,18.435355500487486,476.10305392371237,4.126585663388915
164.0,0.3218,0.320349649870168,874.904762887325,0.3199941422586988,0.3202225095274153,961.7768083204121,18.435393688645412,476.10305392371237,4.126585663388915
165.0,0.3218,0.32034791339444707,874.9070393430928,0.3199941422586988,0.32022353078992427,961.7793109703756,18.43543107670416,476.10305392371237,4.126585663388915
166.0,0.3218,0.3203462135269706,874.9092678067993,0.3199941422586988,0.3202245473869224,961.7817608596695,18.435467676550793,476.10305392371237,4.126585663388915
167.0,0.3218,0.32034454972312476,874.9114489924133,0.3199941422586988,0.3202255593336559,961.7841587732044,18.435503499911402,476.10305392371237,4.126585663388915
168.0,0.3218,0.3203429214456732,874.9135836042316,0.3199941422586988,0.3202265666453248,961.7865054852575,18.43553855835321,476.10305392371237,4.126585663388915
169.0,0.3218,0.32034132816466004,874.9156723370071,0.3199941422586988,0.3202275693370834,961.7888017596146,18.435572863286705,476.10305392371237,4.126585663388915
170.0,0.3218,0.3203397693573124,874.9177158760758,0.3199941422586988,0.3202285674240403,961.7910483497078,18.435606425967705,476.10305392371237,4.126585663388915
171.0,0.3218,0.3203382445079456,874.9197148974811,0.3199941422586988,0.3202295609212589,961.793245998754,18.43563925749942,476.10305392371237,4.126585663388915
172.0,0.3218,0.32033675310786974,874.9216700680971,0.3199941422586988,0.3202305498437569,961.7953954398895,18.435671368834456,476.10305392371237,4.126585663388915
173.0,0.3218,0.3203352946552959,874.9235820457504,0.3199941422586988,0.3202315342065067,961.7974973963043,18.43570277077682,476.10305392371237,4.126585663388915
174.0,0.3218,0.32033386865524527,874.9254514793399,0.3199941422586988,0.3202325140244358,961.7995525813735,18.435733473983912,476.10305392371237,4.126585663388915
175.0,0.3218,0.32033247461945874,874.9272790089556,0.3199941422586988,0.32023348931242646,961.8015616987876,18.435763488968433,476.10305392371237,4.126585663388915
176.0,0.3218,0.32033111206630793,874.9290652659944,0.3199941422586988,0.3202344600853164,961.8035254426811,18.43579282610032,476.10305392371237,4.126585663388915
177.0,0.3218,0.3203297805207067,874.9308108732766,0.3199941422586988,0.32023542635789853,961.8054444977591,18.43582149560866,476.10305392371237,4.126585663388915
178.0,0.3218,0.3203284795140252,874.9325164451591,0.3199941422586988,0.32023638814492095,961.8073195394226,18.435849507583523,476.10305392371237,4.126585663388915
179.0,0.3218,0.3203272085840034,874.9341825876475,0.3199941422586988,0.3202373454610878,961.809151233891,18.435876871977822,476.10305392371237,4.126585663388915
180.0,0.3218,0.320325967274667,874.9358098985073,0.3199941422586988,0.32023829832105827,961.8109402383255,18.435903598609144,476.10305392371237,4.126585663388915
181.0,0.3218,0.32032475513624425,874.9373989673728,0.3199941422586988,0.32023924673944765,961.8126872009481,18.435929697161523,476.10305392371237,4.126585663388915
182.0,0.3218,0.3203235717250832,874.9389503758554,0.3199941422586988,0.32024019073082727,961.8143927611603,18.435955177187232,476.10305392371237,4.126585663388915
183.0,0.3218,0.32032241660357064,874.9404646976499,0.3199941422586988,0.3202411303097244,961.8160575496605,18.43598004810852,476.10305392371237,4.126585663388915
