time_s,cell_index,z_center_m,residence_left_s,omega,T_solid_C,omega0,tref_min,slope_min_per_C,dry_mass_kg,water_mass_kg
900.0000000001361,7,1.2,615.625,0.7497934647387313,110.12110533156789,0.7753500000000112,14.939999999999447,-0.20460000000000095,2.56111400462963,7.674885634449674
900.0000000001361,8,1.36,566.375,0.7394244683215752,114.74677124318194,0.7753500000000106,14.939999999999461,-0.2046000000000014,2.56111400462963,7.26756786788897
900.0000000001361,9,1.52,517.125,0.7275324433649086,119.84538712052887,0.7753500000000113,14.939999999999511,-0.2046000000000017,2.56111400462963,6.838588610458826
900.0000000001361,10,1.68,467.875,0.7137662137172518,125.38869711695654,0.7753500000000082,14.939999999999479,-0.20460000000000114,2.56111400462963,6.386515965578375
900.0000000001361,11,1.84,418.625,0.697606071639145,131.46418090273485,0.7753500000000116,14.9399999999995,-0.20460000000000142,2.56111400462963,5.908348390043133
900.0000000001361,12,2.0,369.375,0.6782509663310196,138.26413587176705,0.7753500000000112,14.939999999999483,-0.20460000000000156,2.56111400462963,5.398860188376144
900.0000000001361,13,2.16,320.125,0.6554745358842523,147.5650527477398,0.7753500000000086,14.939999999999468,-0.20460000000000161,2.56111400462963,4.8726297135681955
900.0000000001361,14,2.32,270.875,0.630111229367839,162.8181371244185,0.7753500000000084,14.939999999999483,-0.20460000000000167,2.56111400462963,4.362897233269104
900.0000000001361,15,2.48,221.625,0.5995287876583084,181.82053364872607,0.7753500000000083,14.939999999999507,-0.20460000000000161,2.56111400462963,3.834137203700487
900.0000000001361,16,2.64,172.375,0.559255881854611,202.03381291258768,0.7753500000000075,14.939999999999563,-0.20460000000000134,2.56111400462963,3.2497724013116756
900.0000000001361,17,2.8000000000000003,123.125,0.5010566307668173,220.50335568259842,0.7753500000000088,14.939999999999628,-0.2046000000000005,2.56111400462963,2.5719615357182875
900.0000000001361,18,2.96,73.875,0.4153504521655732,240.32041434003582,0.7753500000000071,14.93999999999962,-0.20459999999999962,2.56111400462963,1.819482908711248
900.0000000001361,19,3.12,24.625,0.28017148769081995,250.0,0.7753500000000051,14.939999999999648,-0.20459999999999984,2.56111400462963,0.9968362027241777
1200.000000000004,0,0.08,960.375,0.77535,65.5929544136775,0.77535,14.940000000000003,-0.20460000000000003,2.56111400462963,8.839348958333332
1200.000000000004,1,0.24,911.125,0.7722277947974608,100.00360471379433,0.7753500000000101,14.939999999999497,-0.20460000000000125,2.56111400462963,8.683076226361202
1200.000000000004,2,0.4,861.875,0.757507547860719,106.91936422444655,0.7753500000000085,14.939999999999468,-0.20460000000000203,2.56111400462963,8.000509592457002
1200.000000000004,3,0.56,812.625,0.7405129859689543,114.27406902377474,0.775350000000009,14.939999999999465,-0.20460000000000136,2.56111400462963,7.30879803776341
1200.000000000004,4,0.72,763.375,0.7231411010423193,125.83268126904282,0.77535000000001,14.939999999999518,-0.2046000000000016,2.56111400462963,6.68949709825245
1200.000000000004,5,0.88,714.125,0.7055786058429513,140.5316872304497,0.7753500000000098,14.939999999999516,-0.20460000000000161,2.56111400462963,6.13769000709071
1200.000000000004,6,1.04,664.875,0.6874670038805606,156.8498615920475,0.7753500000000103,14.93999999999955,-0.20460000000000123,2.56111400462963,5.633585551672133
1200.000000000004,7,1.2,615.625,0.66796801329551,173.59501343758345,0.7753500000000084,14.939999999999515,-0.20460000000000095,2.56111400462963,5.152341647789284
1200.000000000004,8,1.36,566.375,0.6456112896137268,189.82810948099018,0.7753500000000093,14.939999999999488,-0.20460000000000078,2.56111400462963,4.665735862675938
1200.000000000004,9,1.52,517.125,0.6181218571327869,204.75848576123093,0.7753500000000106,14.93999999999948,-0.20460000000000114,2.56111400462963,4.145512317055877
1200.000000000004,10,1.68,467.875,0.5820686096236835,217.7498251592684,0.7753500000000133,14.939999999999474,-0.20460000000000114,2.56111400462963,3.566958840828412
1200.000000000004,11,1.84,418.625,0.5350881891582266,232.21606294099539,0.775350000000013,14.939999999999465,-0.20460000000000136,2.56111400462963,2.947702818054342
1200.000000000004,12,2.0,369.375,0.47210476714830774,249.6646308016728,0.7753500000000111,14.9399999999995,-0.20460000000000128,2.56111400462963,2.2904433598771137
1200.000000000004,13,2.16,320.125,0.38000100918758517,250.0,0.77535000000001,14.93999999999947,-0.2046000000000014,2.56111400462963,1.5697217589474648
1200.000000000004,14,2.32,270.875,0.27089789004193976,250.0,0.7753500000000111,14.93999999999944,-0.20460000000000153,2.56111400462963,0.9515819122385184
1200.000000000004,15,2.48,221.625,0.19756682928291577,250.0,0.775350000000011,14.939999999999415,-0.2046000000000017,2.56111400462963,0.6305711077155176
1200.000000000004,16,2.64,172.375,0.14878320190107452,250.0,0.7753500000000119,14.939999999999449,-0.20460000000000161,2.56111400462963,0.4476541615408714
1200.000000000004,17,2.8000000000000003,123.125,0.11598542486751902,250.0,0.7753500000000119,14.939999999999483,-0.20460000000000192,2.56111400462963,0.3360260162187978
1200.000000000004,18,2.96,73.875,0.09403554403511247,250.0,0.7753500000000113,14.939999999999497,-0.20460000000000184,2.56111400462963,0.26583355138893755
1200.000000000004,19,3.12,24.625,0.07946532681298048,250.0,0.7753500000000142,14.939999999999522,-0.2046000000000023,2.56111400462963,0.22108864262394476
4499.9999999988395,0,0.08,960.375,0.77535,34.48485983272992,0.77535,14.940000000000003,-0.20460000000000003,2.56111400462963,8.839348958333332
4499.9999999988395,1,0.24,911.125,0.775349999999996,49.430614968985346,0.7753500000000128,14.939999999999612,-0.20460000000000303,2.56111400462963,8.839348958333133
4499.9999999988395,2,0.4,861.875,0.7753499999999788,64.6936233919731,0.7753500000000711,14.940000000000758,-0.2046000000000181,2.56111400462963,8.839348958332257
4499.9999999988395,3,0.56,812.625,0.7753499999999616,80.22478086746385,0.7753500000001311,14.940000000001906,-0.20460000000003425,2.56111400462963,8.839348958331383
4499.9999999988395,4,0.72,763.375,0.7753499999999443,96.02754441845603,0.7753500000001912,14.940000000003051,-0.2046000000000502,2.56111400462963,8.839348958330508
4499.9999999988395,5,0.88,714.125,0.7704278215794149,100.00468801040033,0.7753500000002483,14.940000000004058,-0.20460000000006387,2.56111400462963,8.594915538016302
4499.9999999988395,6,1.04,664.875,0.764114474687417,102.90217238448179,0.7753500000002502,14.940000000004066,-0.2046000000000645,2.56111400462963,8.296330517393402
4499.9999999988395,7,1.2,615.625,0.7567486062970991,106.23829329032384,0.7753500000002472,14.940000000004083,-0.20460000000006442,2.56111400462963,7.967557447743174
4499.9999999988395,8,1.36,566.375,0.7480798278405998,110.05953215452837,0.7753500000002478,14.94000000000408,-0.20460000000006429,2.56111400462963,7.605257281466142
