case_name,description,artifact_dir,overview_plot,timeseries,metrics,control_events,preheater_diagnostics,cell_snapshot,full_MAE_C,full_safe_ratio,tail_MAE_C,tail_ref_ratio,tail_omega_out_mean,tail_Tsolid_out_mean_C,tail_aux_heat_energy_kJ,tail_fan_energy_kJ,operator_fallback_ratio,operator_stale_plan_ratio,aux_resource_required_ratio,recovery_to_safe_s,recovery_to_ref_s,overshoot_crossings
steady_hold,No-disturbance hold used to evaluate low-frequency hunting and steady metrics.,runtime/results/steady_hold,runtime/results/steady_hold/overview.png,runtime/results/steady_hold/timeseries.csv,runtime/results/steady_hold/metrics.csv,runtime/results/steady_hold/control_events.csv,runtime/results/steady_hold/preheater_diagnostics.csv,runtime/results/steady_hold/cell_snapshot.csv,12.286259541574921,1.0,0.10174212608607162,1.0,0.2800822644651276,250.0,12429.165454678594,828.4882302493731,0.0,0.0,1.0,2700.0999999986398,2700.0999999986398,0
feed_step_change,Permanent wetter feed step after a shortened baseline settling period.,runtime/results/feed_step_change,runtime/results/feed_step_change/overview.png,runtime/results/feed_step_change/timeseries.csv,runtime/results/feed_step_change/metrics.csv,runtime/results/feed_step_change/control_events.csv,runtime/results/feed_step_change/preheater_diagnostics.csv,runtime/results/feed_step_change/cell_snapshot.csv,12.059073023017108,1.0,5.265003283814501,1.0,0.27946407771780957,250.0,27544.64020955606,1352.169962323816,0.0,0.0,1.0,900.0000000001361,900.0000000001361,0
furnace_temp_temporary_disturbance,Moderate additive T_avg disturbance pulse to test emergency recovery.,runtime/results/furnace_temp_temporary_disturbance,runtime/results/furnace_temp_temporary_disturbance/overview.png,runtime/results/furnace_temp_temporary_disturbance/timeseries.csv,runtime/results/furnace_temp_temporary_disturbance/metrics.csv,runtime/results/furnace_temp_temporary_disturbance/control_events.csv,runtime/results/furnace_temp_temporary_disturbance/preheater_diagnostics.csv,runtime/results/furnace_temp_temporary_disturbance/cell_snapshot.csv,17.718111954369363,0.9490185185185185,0.11190914758614794,1.0,0.28007732293302234,250.0,12883.376608551458,830.0073965798516,0.0,0.0,1.0,1200.000000000004,1524.9999999997085,1
furnace_temp_permanent_disturbance,Moderate permanent additive T_avg disturbance to evaluate long-run adaptation and control effort.,runtime/results/furnace_temp_permanent_disturbance,runtime/results/furnace_temp_permanent_disturbance/overview.png,runtime/results/furnace_temp_permanent_disturbance/timeseries.csv,runtime/results/furnace_temp_permanent_disturbance/metrics.csv,runtime/results/furnace_temp_permanent_disturbance/control_events.csv,runtime/results/furnace_temp_permanent_disturbance/preheater_diagnostics.csv,runtime/results/furnace_temp_permanent_disturbance/cell_snapshot.csv,12.1950279069165,0.9742333333333333,3.774952590353614,1.0,0.1602079471816552,250.0,14065.666194592752,1247.2256315682348,0.0,0.0,1.0,1054.6000000001363,1054.6000000001363,2
cold_start,Custom lower-temperature initial furnace state within the proxy model validity neighborhood.,runtime/results/cold_start,runtime/results/cold_start/overview.png,runtime/results/cold_start/timeseries.csv,runtime/results/cold_start/metrics.csv,runtime/results/cold_start/control_events.csv,runtime/results/cold_start/preheater_diagnostics.csv,runtime/results/cold_start/cell_snapshot.csv,7.8407868665223495,0.9745166666666667,0.08987327781330195,1.0,0.28010466323219196,250.0,11138.27672402143,832.3803817228165,0.0,0.0,0.9546666666666667,5100.000000001022,5100.000000001022,0
