time_s,cell_index,z_center_m,residence_left_s,omega,T_solid_C,omega0,tref_min,slope_min_per_C,dry_mass_kg,water_mass_kg
0.0,0,0.08,960.375,0.4506351669062576,119.78232167188591,0.77535,14.939999999999998,-0.2046,6.26272337962963,5.13721160412455
0.0,1,0.24,911.125,0.4499745479072017,120.04875150580733,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,2,0.4,861.875,0.4499745479072017,120.0544510791794,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,3,0.56,812.625,0.4499745479072017,120.06052912911493,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,4,0.72,763.375,0.4499745479072017,120.06701078811062,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,5,0.88,714.125,0.4499745479072017,120.07392285757079,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,6,1.04,664.875,0.4499745479072017,120.08129391862995,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,7,1.2,615.625,0.4499745479072017,120.08915445033485,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,8,1.36,566.375,0.4499745479072017,120.09753695567397,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,9,1.52,517.125,0.4499745479072017,120.10647609597626,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,10,1.68,467.875,0.4499745479072017,120.11600883423424,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,11,1.84,418.625,0.4499745479072017,120.12617458794455,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,12,2.0,369.375,0.4499745479072017,120.13701539209778,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,13,2.16,320.125,0.4499745479072017,120.14857607299149,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,14,2.32,270.875,0.4499745479072017,120.1609044335851,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,15,2.48,221.625,0.4499745479072017,120.17405145116338,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,16,2.64,172.375,0.4499745479072017,120.18807148812539,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,17,2.8000000000000003,123.125,0.4499745479072017,120.20302251677091,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,18,2.96,73.875,0.4499745479072017,120.21896635901365,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
0.0,19,3.12,24.625,0.4499745479072017,120.2359689420123,0.77535,14.939999999999998,-0.2046,6.270254629629631,5.129680783853264
5100.000000001022,0,0.08,960.375,0.7753499999999935,34.784278691521365,0.775350000000008,14.939999999999575,-0.20460000000000106,2.5611140046296677,8.839348958333133
5100.000000001022,1,0.24,911.125,0.7753499999999762,49.81235284381358,0.7753500000000615,14.940000000000211,-0.2046000000000143,2.5611140046296677,8.839348958332257
5100.000000001022,2,0.4,861.875,0.775349999999959,65.11922508191373,0.7753500000000485,14.940000000000104,-0.20460000000001077,2.5611140046296677,8.839348958331383
5100.000000001022,3,0.56,812.625,0.7753499999999418,80.71361124563252,0.7753500000001139,14.940000000000598,-0.20460000000001152,2.5611140046296677,8.839348958330508
